total_customers,total_revenue,avg_spend,avg_customer_income,avg_cmpn_response,avg_recency,avg_web_visits,deal_user,total_complained,avg_complained
56000,35858736.0,640.33,57252.19,7.69,63.22,5.17,121630.0,427,0.76
